slug,imageNumber,shotType,prompt,outputPath
"men-flannel-shirt-84","1","MODEL HERO","realistic fashion e-commerce photography, men's flannel shirt in black color, professional fashion model wearing the garment, neutral bone ivory background, professional studio lighting, Zara-like product photography, clean composition, high fashion aesthetic, editorial style, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/men-flannel-shirt-84/1.jpg"
"men-flannel-shirt-84","2","PACKSHOT NO MODEL","professional product photography, flannel shirt in black color, ghost mannequin style, invisible mannequin technique, floating garment effect, neutral bone ivory background, professional e-commerce product shot, no model, no person, no human, flat lay style, studio lighting, Zara-like product photography, high fashion product photography, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/men-flannel-shirt-84/2.jpg"
"men-flannel-shirt-84","3","MODEL LIFESTYLE","lifestyle fashion photography, men's flannel shirt in black color, fashion model in natural urban setting, candid pose, authentic moment, soft natural lighting, neutral bone ivory background, editorial lifestyle aesthetic, high fashion, street style, Zara-like photography, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/men-flannel-shirt-84/3.jpg"
"men-flannel-shirt-84","4","DETAIL MACRO","macro photography, extreme close-up detail shot of flannel shirt in black color, fabric texture detail, material weave, Premium Materials, professional product detail photography, neutral bone ivory background, studio lighting, sharp focus, luxury fashion detail, textile close-up, Zara-like detail photography, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/men-flannel-shirt-84/4.jpg"
"men-mules-85","1","MODEL HERO","realistic fashion e-commerce photography, men's mules in black color, professional fashion model wearing the garment, neutral bone ivory background, professional studio lighting, Zara-like product photography, clean composition, high fashion aesthetic, editorial style, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/men-mules-85/1.jpg"
"men-mules-85","2","PACKSHOT NO MODEL","professional product photography, mules in black color, ghost mannequin style, invisible mannequin technique, floating garment effect, neutral bone ivory background, professional e-commerce product shot, no model, no person, no human, flat lay style, studio lighting, Zara-like product photography, high fashion product photography, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/men-mules-85/2.jpg"
"men-mules-85","3","MODEL LIFESTYLE","lifestyle fashion photography, men's mules in black color, fashion model in natural urban setting, candid pose, authentic moment, soft natural lighting, neutral bone ivory background, editorial lifestyle aesthetic, high fashion, street style, Zara-like photography, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/men-mules-85/3.jpg"
"men-mules-85","4","DETAIL MACRO","macro photography, extreme close-up detail shot of mules in black color, fabric texture detail, material weave, Premium Materials, professional product detail photography, neutral bone ivory background, studio lighting, sharp focus, luxury fashion detail, textile close-up, Zara-like detail photography, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/men-mules-85/4.jpg"
"men-two-piece-suit-86","1","MODEL HERO","realistic fashion e-commerce photography, men's two-piece suit in black color, professional fashion model wearing the garment, neutral bone ivory background, professional studio lighting, Zara-like product photography, clean composition, high fashion aesthetic, editorial style, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/men-two-piece-suit-86/1.jpg"
"men-two-piece-suit-86","2","PACKSHOT NO MODEL","professional product photography, two-piece suit in black color, ghost mannequin style, invisible mannequin technique, floating garment effect, neutral bone ivory background, professional e-commerce product shot, no model, no person, no human, flat lay style, studio lighting, Zara-like product photography, high fashion product photography, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/men-two-piece-suit-86/2.jpg"
"men-two-piece-suit-86","3","MODEL LIFESTYLE","lifestyle fashion photography, men's two-piece suit in black color, fashion model in natural urban setting, candid pose, authentic moment, soft natural lighting, neutral bone ivory background, editorial lifestyle aesthetic, high fashion, street style, Zara-like photography, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/men-two-piece-suit-86/3.jpg"
"men-two-piece-suit-86","4","DETAIL MACRO","macro photography, extreme close-up detail shot of two-piece suit in black color, fabric texture detail, material weave, Premium Materials, professional product detail photography, neutral bone ivory background, studio lighting, sharp focus, luxury fashion detail, textile close-up, Zara-like detail photography, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/men-two-piece-suit-86/4.jpg"
"men-modern-suit-87","1","MODEL HERO","realistic fashion e-commerce photography, men's modern suit in black color, professional fashion model wearing the garment, neutral bone ivory background, professional studio lighting, Zara-like product photography, clean composition, high fashion aesthetic, editorial style, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/men-modern-suit-87/1.jpg"
"men-modern-suit-87","2","PACKSHOT NO MODEL","professional product photography, modern suit in black color, ghost mannequin style, invisible mannequin technique, floating garment effect, neutral bone ivory background, professional e-commerce product shot, no model, no person, no human, flat lay style, studio lighting, Zara-like product photography, high fashion product photography, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/men-modern-suit-87/2.jpg"
"men-modern-suit-87","3","MODEL LIFESTYLE","lifestyle fashion photography, men's modern suit in black color, fashion model in natural urban setting, candid pose, authentic moment, soft natural lighting, neutral bone ivory background, editorial lifestyle aesthetic, high fashion, street style, Zara-like photography, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/men-modern-suit-87/3.jpg"
"men-modern-suit-87","4","DETAIL MACRO","macro photography, extreme close-up detail shot of modern suit in black color, fabric texture detail, material weave, Premium Materials, professional product detail photography, neutral bone ivory background, studio lighting, sharp focus, luxury fashion detail, textile close-up, Zara-like detail photography, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/men-modern-suit-87/4.jpg"
"men-smart-pants-88","1","MODEL HERO","realistic fashion e-commerce photography, men's smart pants in black color, professional fashion model wearing the garment, neutral bone ivory background, professional studio lighting, Zara-like product photography, clean composition, high fashion aesthetic, editorial style, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/men-smart-pants-88/1.jpg"
"men-smart-pants-88","2","PACKSHOT NO MODEL","professional product photography, smart pants in black color, ghost mannequin style, invisible mannequin technique, floating garment effect, neutral bone ivory background, professional e-commerce product shot, no model, no person, no human, flat lay style, studio lighting, Zara-like product photography, high fashion product photography, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/men-smart-pants-88/2.jpg"
"men-smart-pants-88","3","MODEL LIFESTYLE","lifestyle fashion photography, men's smart pants in black color, fashion model in natural urban setting, candid pose, authentic moment, soft natural lighting, neutral bone ivory background, editorial lifestyle aesthetic, high fashion, street style, Zara-like photography, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/men-smart-pants-88/3.jpg"
"men-smart-pants-88","4","DETAIL MACRO","macro photography, extreme close-up detail shot of smart pants in black color, fabric texture detail, material weave, Premium Materials, professional product detail photography, neutral bone ivory background, studio lighting, sharp focus, luxury fashion detail, textile close-up, Zara-like detail photography, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/men-smart-pants-88/4.jpg"
"kids-closed-toe-shoes-89","1","MODEL HERO","realistic fashion e-commerce photography, kids' closed-toe shoes in black color, professional fashion model wearing the garment, neutral bone ivory background, professional studio lighting, Zara-like product photography, clean composition, high fashion aesthetic, editorial style, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/kids-closed-toe-shoes-89/1.jpg"
"kids-closed-toe-shoes-89","2","PACKSHOT NO MODEL","professional product photography, closed-toe shoes in black color, ghost mannequin style, invisible mannequin technique, floating garment effect, neutral bone ivory background, professional e-commerce product shot, no model, no person, no human, flat lay style, studio lighting, Zara-like product photography, high fashion product photography, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/kids-closed-toe-shoes-89/2.jpg"
"kids-closed-toe-shoes-89","3","MODEL LIFESTYLE","lifestyle fashion photography, kids' closed-toe shoes in black color, fashion model in natural urban setting, candid pose, authentic moment, soft natural lighting, neutral bone ivory background, editorial lifestyle aesthetic, high fashion, street style, Zara-like photography, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/kids-closed-toe-shoes-89/3.jpg"
"kids-closed-toe-shoes-89","4","DETAIL MACRO","macro photography, extreme close-up detail shot of closed-toe shoes in black color, fabric texture detail, material weave, Premium Materials, professional product detail photography, neutral bone ivory background, studio lighting, sharp focus, luxury fashion detail, textile close-up, Zara-like detail photography, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/kids-closed-toe-shoes-89/4.jpg"
"kids-cotton-shirt-90","1","MODEL HERO","realistic fashion e-commerce photography, kids' cotton shirt in black color, professional fashion model wearing the garment, neutral bone ivory background, professional studio lighting, Zara-like product photography, clean composition, high fashion aesthetic, editorial style, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/kids-cotton-shirt-90/1.jpg"
"kids-cotton-shirt-90","2","PACKSHOT NO MODEL","professional product photography, cotton shirt in black color, ghost mannequin style, invisible mannequin technique, floating garment effect, neutral bone ivory background, professional e-commerce product shot, no model, no person, no human, flat lay style, studio lighting, Zara-like product photography, high fashion product photography, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/kids-cotton-shirt-90/2.jpg"
"kids-cotton-shirt-90","3","MODEL LIFESTYLE","lifestyle fashion photography, kids' cotton shirt in black color, fashion model in natural urban setting, candid pose, authentic moment, soft natural lighting, neutral bone ivory background, editorial lifestyle aesthetic, high fashion, street style, Zara-like photography, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/kids-cotton-shirt-90/3.jpg"
"kids-cotton-shirt-90","4","DETAIL MACRO","macro photography, extreme close-up detail shot of cotton shirt in black color, fabric texture detail, material weave, Premium Materials, professional product detail photography, neutral bone ivory background, studio lighting, sharp focus, luxury fashion detail, textile close-up, Zara-like detail photography, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/kids-cotton-shirt-90/4.jpg"
"kids-casual-shirt-91","1","MODEL HERO","realistic fashion e-commerce photography, kids' casual shirt in black color, professional fashion model wearing the garment, neutral bone ivory background, professional studio lighting, Zara-like product photography, clean composition, high fashion aesthetic, editorial style, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/kids-casual-shirt-91/1.jpg"
"kids-casual-shirt-91","2","PACKSHOT NO MODEL","professional product photography, casual shirt in black color, ghost mannequin style, invisible mannequin technique, floating garment effect, neutral bone ivory background, professional e-commerce product shot, no model, no person, no human, flat lay style, studio lighting, Zara-like product photography, high fashion product photography, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/kids-casual-shirt-91/2.jpg"
"kids-casual-shirt-91","3","MODEL LIFESTYLE","lifestyle fashion photography, kids' casual shirt in black color, fashion model in natural urban setting, candid pose, authentic moment, soft natural lighting, neutral bone ivory background, editorial lifestyle aesthetic, high fashion, street style, Zara-like photography, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/kids-casual-shirt-91/3.jpg"
"kids-casual-shirt-91","4","DETAIL MACRO","macro photography, extreme close-up detail shot of casual shirt in black color, fabric texture detail, material weave, Premium Materials, professional product detail photography, neutral bone ivory background, studio lighting, sharp focus, luxury fashion detail, textile close-up, Zara-like detail photography, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/kids-casual-shirt-91/4.jpg"
"kids-party-shirt-92","1","MODEL HERO","realistic fashion e-commerce photography, kids' party shirt in black color, professional fashion model wearing the garment, neutral bone ivory background, professional studio lighting, Zara-like product photography, clean composition, high fashion aesthetic, editorial style, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/kids-party-shirt-92/1.jpg"
"kids-party-shirt-92","2","PACKSHOT NO MODEL","professional product photography, party shirt in black color, ghost mannequin style, invisible mannequin technique, floating garment effect, neutral bone ivory background, professional e-commerce product shot, no model, no person, no human, flat lay style, studio lighting, Zara-like product photography, high fashion product photography, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/kids-party-shirt-92/2.jpg"
"kids-party-shirt-92","3","MODEL LIFESTYLE","lifestyle fashion photography, kids' party shirt in black color, fashion model in natural urban setting, candid pose, authentic moment, soft natural lighting, neutral bone ivory background, editorial lifestyle aesthetic, high fashion, street style, Zara-like photography, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/kids-party-shirt-92/3.jpg"
"kids-party-shirt-92","4","DETAIL MACRO","macro photography, extreme close-up detail shot of party shirt in black color, fabric texture detail, material weave, Premium Materials, professional product detail photography, neutral bone ivory background, studio lighting, sharp focus, luxury fashion detail, textile close-up, Zara-like detail photography, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/kids-party-shirt-92/4.jpg"
"kids-wallet-93","1","MODEL HERO","realistic fashion e-commerce photography, kids' wallet in black color, professional fashion model wearing the garment, neutral bone ivory background, professional studio lighting, Zara-like product photography, clean composition, high fashion aesthetic, editorial style, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/kids-wallet-93/1.jpg"
"kids-wallet-93","2","PACKSHOT NO MODEL","professional product photography, wallet in black color, ghost mannequin style, invisible mannequin technique, floating garment effect, neutral bone ivory background, professional e-commerce product shot, no model, no person, no human, flat lay style, studio lighting, Zara-like product photography, high fashion product photography, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/kids-wallet-93/2.jpg"
"kids-wallet-93","3","MODEL LIFESTYLE","lifestyle fashion photography, kids' wallet in black color, fashion model in natural urban setting, candid pose, authentic moment, soft natural lighting, neutral bone ivory background, editorial lifestyle aesthetic, high fashion, street style, Zara-like photography, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/kids-wallet-93/3.jpg"
"kids-wallet-93","4","DETAIL MACRO","macro photography, extreme close-up detail shot of wallet in black color, fabric texture detail, material weave, Premium Materials, professional product detail photography, neutral bone ivory background, studio lighting, sharp focus, luxury fashion detail, textile close-up, Zara-like detail photography, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/kids-wallet-93/4.jpg"
"kids-low-top-shoes-94","1","MODEL HERO","realistic fashion e-commerce photography, kids' low-top shoes in black color, professional fashion model wearing the garment, neutral bone ivory background, professional studio lighting, Zara-like product photography, clean composition, high fashion aesthetic, editorial style, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/kids-low-top-shoes-94/1.jpg"
"kids-low-top-shoes-94","2","PACKSHOT NO MODEL","professional product photography, low-top shoes in black color, ghost mannequin style, invisible mannequin technique, floating garment effect, neutral bone ivory background, professional e-commerce product shot, no model, no person, no human, flat lay style, studio lighting, Zara-like product photography, high fashion product photography, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/kids-low-top-shoes-94/2.jpg"
"kids-low-top-shoes-94","3","MODEL LIFESTYLE","lifestyle fashion photography, kids' low-top shoes in black color, fashion model in natural urban setting, candid pose, authentic moment, soft natural lighting, neutral bone ivory background, editorial lifestyle aesthetic, high fashion, street style, Zara-like photography, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/kids-low-top-shoes-94/3.jpg"
"kids-low-top-shoes-94","4","DETAIL MACRO","macro photography, extreme close-up detail shot of low-top shoes in black color, fabric texture detail, material weave, Premium Materials, professional product detail photography, neutral bone ivory background, studio lighting, sharp focus, luxury fashion detail, textile close-up, Zara-like detail photography, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/kids-low-top-shoes-94/4.jpg"
"kids-relaxed-shirt-95","1","MODEL HERO","realistic fashion e-commerce photography, kids' relaxed shirt in black color, professional fashion model wearing the garment, neutral bone ivory background, professional studio lighting, Zara-like product photography, clean composition, high fashion aesthetic, editorial style, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/kids-relaxed-shirt-95/1.jpg"
"kids-relaxed-shirt-95","2","PACKSHOT NO MODEL","professional product photography, relaxed shirt in black color, ghost mannequin style, invisible mannequin technique, floating garment effect, neutral bone ivory background, professional e-commerce product shot, no model, no person, no human, flat lay style, studio lighting, Zara-like product photography, high fashion product photography, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/kids-relaxed-shirt-95/2.jpg"
"kids-relaxed-shirt-95","3","MODEL LIFESTYLE","lifestyle fashion photography, kids' relaxed shirt in black color, fashion model in natural urban setting, candid pose, authentic moment, soft natural lighting, neutral bone ivory background, editorial lifestyle aesthetic, high fashion, street style, Zara-like photography, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/kids-relaxed-shirt-95/3.jpg"
"kids-relaxed-shirt-95","4","DETAIL MACRO","macro photography, extreme close-up detail shot of relaxed shirt in black color, fabric texture detail, material weave, Premium Materials, professional product detail photography, neutral bone ivory background, studio lighting, sharp focus, luxury fashion detail, textile close-up, Zara-like detail photography, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/kids-relaxed-shirt-95/4.jpg"
"kids-tulle-dress-96","1","MODEL HERO","realistic fashion e-commerce photography, kids' tulle dress in black color, professional fashion model wearing the garment, neutral bone ivory background, professional studio lighting, Zara-like product photography, clean composition, high fashion aesthetic, editorial style, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/kids-tulle-dress-96/1.jpg"
"kids-tulle-dress-96","2","PACKSHOT NO MODEL","professional product photography, tulle dress in black color, ghost mannequin style, invisible mannequin technique, floating garment effect, neutral bone ivory background, professional e-commerce product shot, no model, no person, no human, flat lay style, studio lighting, Zara-like product photography, high fashion product photography, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/kids-tulle-dress-96/2.jpg"
"kids-tulle-dress-96","3","MODEL LIFESTYLE","lifestyle fashion photography, kids' tulle dress in black color, fashion model in natural urban setting, candid pose, authentic moment, soft natural lighting, neutral bone ivory background, editorial lifestyle aesthetic, high fashion, street style, Zara-like photography, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/kids-tulle-dress-96/3.jpg"
"kids-tulle-dress-96","4","DETAIL MACRO","macro photography, extreme close-up detail shot of tulle dress in black color, fabric texture detail, material weave, Premium Materials, professional product detail photography, neutral bone ivory background, studio lighting, sharp focus, luxury fashion detail, textile close-up, Zara-like detail photography, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/kids-tulle-dress-96/4.jpg"
"kids-shoulder-bag-97","1","MODEL HERO","realistic fashion e-commerce photography, kids' shoulder bag in black color, professional fashion model wearing the garment, neutral bone ivory background, professional studio lighting, Zara-like product photography, clean composition, high fashion aesthetic, editorial style, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/kids-shoulder-bag-97/1.jpg"
"kids-shoulder-bag-97","2","PACKSHOT NO MODEL","professional product photography, shoulder bag in black color, ghost mannequin style, invisible mannequin technique, floating garment effect, neutral bone ivory background, professional e-commerce product shot, no model, no person, no human, flat lay style, studio lighting, Zara-like product photography, high fashion product photography, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/kids-shoulder-bag-97/2.jpg"
"kids-shoulder-bag-97","3","MODEL LIFESTYLE","lifestyle fashion photography, kids' shoulder bag in black color, fashion model in natural urban setting, candid pose, authentic moment, soft natural lighting, neutral bone ivory background, editorial lifestyle aesthetic, high fashion, street style, Zara-like photography, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/kids-shoulder-bag-97/3.jpg"
"kids-shoulder-bag-97","4","DETAIL MACRO","macro photography, extreme close-up detail shot of shoulder bag in black color, fabric texture detail, material weave, Premium Materials, professional product detail photography, neutral bone ivory background, studio lighting, sharp focus, luxury fashion detail, textile close-up, Zara-like detail photography, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/kids-shoulder-bag-97/4.jpg"
"kids-flat-shoes-98","1","MODEL HERO","realistic fashion e-commerce photography, kids' flat shoes in black color, professional fashion model wearing the garment, neutral bone ivory background, professional studio lighting, Zara-like product photography, clean composition, high fashion aesthetic, editorial style, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/kids-flat-shoes-98/1.jpg"
"kids-flat-shoes-98","2","PACKSHOT NO MODEL","professional product photography, flat shoes in black color, ghost mannequin style, invisible mannequin technique, floating garment effect, neutral bone ivory background, professional e-commerce product shot, no model, no person, no human, flat lay style, studio lighting, Zara-like product photography, high fashion product photography, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/kids-flat-shoes-98/2.jpg"
"kids-flat-shoes-98","3","MODEL LIFESTYLE","lifestyle fashion photography, kids' flat shoes in black color, fashion model in natural urban setting, candid pose, authentic moment, soft natural lighting, neutral bone ivory background, editorial lifestyle aesthetic, high fashion, street style, Zara-like photography, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/kids-flat-shoes-98/3.jpg"
"kids-flat-shoes-98","4","DETAIL MACRO","macro photography, extreme close-up detail shot of flat shoes in black color, fabric texture detail, material weave, Premium Materials, professional product detail photography, neutral bone ivory background, studio lighting, sharp focus, luxury fashion detail, textile close-up, Zara-like detail photography, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/kids-flat-shoes-98/4.jpg"
"kids-athletic-clothes-99","1","MODEL HERO","realistic fashion e-commerce photography, kids' athletic clothes in black color, professional fashion model wearing the garment, neutral bone ivory background, professional studio lighting, Zara-like product photography, clean composition, high fashion aesthetic, editorial style, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/kids-athletic-clothes-99/1.jpg"
"kids-athletic-clothes-99","2","PACKSHOT NO MODEL","professional product photography, athletic clothes in black color, ghost mannequin style, invisible mannequin technique, floating garment effect, neutral bone ivory background, professional e-commerce product shot, no model, no person, no human, flat lay style, studio lighting, Zara-like product photography, high fashion product photography, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/kids-athletic-clothes-99/2.jpg"
"kids-athletic-clothes-99","3","MODEL LIFESTYLE","lifestyle fashion photography, kids' athletic clothes in black color, fashion model in natural urban setting, candid pose, authentic moment, soft natural lighting, neutral bone ivory background, editorial lifestyle aesthetic, high fashion, street style, Zara-like photography, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/kids-athletic-clothes-99/3.jpg"
"kids-athletic-clothes-99","4","DETAIL MACRO","macro photography, extreme close-up detail shot of athletic clothes in black color, fabric texture detail, material weave, Premium Materials, professional product detail photography, neutral bone ivory background, studio lighting, sharp focus, luxury fashion detail, textile close-up, Zara-like detail photography, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/kids-athletic-clothes-99/4.jpg"
"kids-high-waisted-pants-100","1","MODEL HERO","realistic fashion e-commerce photography, kids' high-waisted pants in black color, professional fashion model wearing the garment, neutral bone ivory background, professional studio lighting, Zara-like product photography, clean composition, high fashion aesthetic, editorial style, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/kids-high-waisted-pants-100/1.jpg"
"kids-high-waisted-pants-100","2","PACKSHOT NO MODEL","professional product photography, high-waisted pants in black color, ghost mannequin style, invisible mannequin technique, floating garment effect, neutral bone ivory background, professional e-commerce product shot, no model, no person, no human, flat lay style, studio lighting, Zara-like product photography, high fashion product photography, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/kids-high-waisted-pants-100/2.jpg"
"kids-high-waisted-pants-100","3","MODEL LIFESTYLE","lifestyle fashion photography, kids' high-waisted pants in black color, fashion model in natural urban setting, candid pose, authentic moment, soft natural lighting, neutral bone ivory background, editorial lifestyle aesthetic, high fashion, street style, Zara-like photography, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/kids-high-waisted-pants-100/3.jpg"
"kids-high-waisted-pants-100","4","DETAIL MACRO","macro photography, extreme close-up detail shot of high-waisted pants in black color, fabric texture detail, material weave, Premium Materials, professional product detail photography, neutral bone ivory background, studio lighting, sharp focus, luxury fashion detail, textile close-up, Zara-like detail photography, no text, no logos, no watermarks, --ar 4:5 --style raw --s 75 --q 1","public/images/products/kids-high-waisted-pants-100/4.jpg"